0.376894	0.376894	
0.565341	0.565341	
0.777344	0.777344	
1.107127	1.107127	
1.272018	1.272018	
1.672468	1.672468	
2.190698	2.190698	
2.638260	2.638260	
3.156489	3.156489	
4.075169	4.075169	
4.499175	4.499175	
4.687622	4.687622	
5.064517	5.064517	
5.182296	5.182296	
5.653414	5.653414	
6.100976	6.100976	
6.524982	6.524982	
7.113879	7.113879	
8.032559	8.032559	
8.385897	8.385897	
8.621456	8.621456	
8.974795	8.974795	
9.139686	9.139686	
9.516580	9.516580	
9.987698	9.987698	
10.458816	10.458816	
10.953490	10.953490	
11.895725	11.895725	
12.319731	12.319731	
12.555290	12.555290	
12.861517	12.861517	
13.073520	13.073520	
13.521082	13.521082	
14.015755	14.015755	
14.510429	14.510429	
15.028659	15.028659	
15.923783	15.923783	
16.277121	16.277121	
16.489124	16.489124	
16.866018	16.866018	
17.030910	17.030910	
18.020257	18.020257	
18.302928	18.302928	
18.491375	18.491375	
18.844713	18.844713	
19.033160	19.033160	
19.928284	19.928284	
20.258067	20.258067	
20.493626	20.493626	
20.846964	20.846964	
20.988299	20.988299	
21.294526	21.294526	
21.459417	21.459417	
21.812756	21.812756	
21.977647	21.977647	
22.330985	22.330985	
22.754991	22.754991	
