0.494354	0.494354	
0.716916	0.716916	
1.047800	1.047800	
1.461406	1.461406	
1.847438	1.847438	
2.261043	2.261043	
2.674649	2.674649	
3.060680	3.060680	
3.446712	3.446712	
3.860317	3.860317	
4.246349	4.246349	
4.632381	4.632381	
5.045986	5.045986	
5.459592	5.459592	
5.845624	5.845624	
6.259229	6.259229	
6.645261	6.645261	
7.031293	7.031293	
7.444898	7.444898	
7.637914	7.637914	
7.886077	7.886077	
8.299683	8.299683	
8.492698	8.492698	
8.658141	8.658141	
9.071746	9.071746	
9.292336	9.292336	
9.485351	9.485351	
9.678367	9.678367	
9.871383	9.871383	
10.064399	10.064399	
10.284989	10.284989	
10.671020	10.671020	
10.836463	10.836463	
11.057052	11.057052	
11.277642	11.277642	
11.470658	11.470658	
11.691247	11.691247	
11.884263	11.884263	
12.270295	12.270295	
13.262948	13.262948	
13.455964	13.455964	
13.676553	13.676553	
13.897143	13.897143	
14.255601	14.255601	
14.641633	14.641633	
14.834649	14.834649	
15.055238	15.055238	
15.468844	15.468844	
15.661859	15.661859	
15.882449	15.882449	
16.075465	16.075465	
16.268481	16.268481	
16.489070	16.489070	
16.682086	16.682086	
17.068118	17.068118	
17.261134	17.261134	
17.481723	17.481723	
17.674739	17.674739	
17.867755	17.867755	
18.088345	18.088345	
18.281361	18.281361	
18.667392	18.667392	
19.632472	19.632472	
19.853061	19.853061	
20.073651	20.073651	
20.294240	20.294240	
20.625125	20.625125	
21.066304	21.066304	
21.286893	21.286893	
21.479909	21.479909	
21.865941	21.865941	
22.058957	22.058957	
22.307120	22.307120	
22.500136	22.500136	
22.693152	22.693152	
22.886168	22.886168	
23.079184	23.079184	
23.465215	23.465215	
23.685805	23.685805	
23.878821	23.878821	
24.099410	24.099410	
24.292426	24.292426	
24.485442	24.485442	
24.678458	24.678458	
25.036916	25.036916	
26.057143	26.057143	
26.250159	26.250159	
26.470748	26.470748	
26.691338	26.691338	
27.049796	27.049796	
27.435828	27.435828	
27.628844	27.628844	
27.849433	27.849433	
28.235465	28.235465	
28.428481	28.428481	
28.676644	28.676644	
28.869660	28.869660	
29.090249	29.090249	
29.283265	29.283265	
29.476281	29.476281	
29.862313	29.862313	
30.055329	30.055329	
30.275918	30.275918	
30.496508	30.496508	
30.689524	30.689524	
30.882540	30.882540	
31.075556	31.075556	
31.461587	31.461587	
32.426667	32.426667	
32.647256	32.647256	
32.867846	32.867846	
33.088435	33.088435	
33.474467	33.474467	
33.860499	33.860499	
34.081088	34.081088	
34.301678	34.301678	
34.660136	34.660136	
34.880726	34.880726	
35.073741	35.073741	
35.294331	35.294331	
35.514921	35.514921	
35.707937	35.707937	
36.121542	36.121542	
36.286984	36.286984	
36.645442	36.645442	
36.838458	36.838458	
37.059048	37.059048	
37.445079	37.445079	
37.638095	37.638095	
37.858685	37.858685	
38.851338	38.851338	
39.071927	39.071927	
39.264943	39.264943	
39.485533	39.485533	
39.843991	39.843991	
40.230023	40.230023	
40.450612	40.450612	
40.671202	40.671202	
41.084807	41.084807	
41.277823	41.277823	
41.498413	41.498413	
41.691429	41.691429	
41.912018	41.912018	
42.132608	42.132608	
42.628934	42.628934	
42.766803	42.766803	
43.070113	43.070113	
43.263129	43.263129	
43.483719	43.483719	
43.676735	43.676735	
43.897324	43.897324	
44.090340	44.090340	
44.338503	44.338503	
45.248435	45.248435	
45.469025	45.469025	
45.662041	45.662041	
45.827483	45.827483	
46.268662	46.268662	
46.654694	46.654694	
46.875283	46.875283	
47.068299	47.068299	
47.454331	47.454331	
47.674921	47.674921	
47.867937	47.867937	
48.088526	48.088526	
48.309116	48.309116	
48.667574	48.667574	
48.888163	48.888163	
49.108753	49.108753	
49.467211	49.467211	
49.660227	49.660227	
49.880816	49.880816	
50.266848	50.266848	
50.487438	50.487438	
50.708027	50.708027	
51.645533	51.645533	
51.866122	51.866122	
52.059138	52.059138	
52.279728	52.279728	
52.665760	52.665760	
53.079365	53.079365	
53.272381	53.272381	
53.492971	53.492971	
53.851429	53.851429	
54.072018	54.072018	
54.292608	54.292608	
54.651066	54.651066	
54.844082	54.844082	
55.092245	55.092245	
55.312834	55.312834	
55.505850	55.505850	
55.836735	55.836735	
56.222766	56.222766	
56.443356	56.443356	
56.663946	56.663946	
57.022404	57.022404	
57.380862	57.380862	
