0.395310	0.395310	
0.511578	0.511578	
0.813874	0.813874	
1.069663	1.069663	
1.371959	1.371959	
1.651002	1.651002	
1.813777	1.813777	
2.069566	2.069566	
2.209087	2.209087	
2.464876	2.464876	
2.720665	2.720665	
2.953201	2.953201	
3.185736	3.185736	
3.441525	3.441525	
3.720568	3.720568	
3.906596	3.906596	
4.139131	4.139131	
4.278653	4.278653	
4.534442	4.534442	
4.790231	4.790231	
5.046020	5.046020	
5.301809	5.301809	
5.557598	5.557598	
5.813387	5.813387	
5.999415	5.999415	
6.255204	6.255204	
6.394726	6.394726	
6.673768	6.673768	
6.883050	6.883050	
7.138839	7.138839	
7.394628	7.394628	
7.673671	7.673671	
7.859699	7.859699	
8.138742	8.138742	
8.743334	8.743334	
8.999123	8.999123	
9.208405	9.208405	
9.510701	9.510701	
9.812997	9.812997	
10.068786	10.068786	
10.208307	10.208307	
10.510603	10.510603	
10.650125	10.650125	
10.975674	10.975674	
11.184956	11.184956	
11.417492	11.417492	
11.650027	11.650027	
11.929070	11.929070	
12.184859	12.184859	
12.394141	12.394141	
12.673183	12.673183	
12.812705	12.812705	
13.091747	13.091747	
13.301029	13.301029	
13.533565	13.533565	
13.766100	13.766100	
14.021889	14.021889	
14.300932	14.300932	
14.486960	14.486960	
14.766003	14.766003	
14.905524	14.905524	
15.207820	15.207820	
15.417102	15.417102	
15.672891	15.672891	
15.928680	15.928680	
16.184469	16.184469	
16.370497	16.370497	
16.626286	16.626286	
17.277386	17.277386	
17.509921	17.509921	
17.695950	17.695950	
17.858724	17.858724	
18.091260	18.091260	
18.347049	18.347049	
18.602838	18.602838	
18.765613	18.765613	
18.951641	18.951641	
19.160923	19.160923	
19.393459	19.393459	
19.672501	19.672501	
19.858530	19.858530	
19.974797	19.974797	
20.253840	20.253840	
20.393361	20.393361	
20.695657	20.695657	
20.835179	20.835179	
21.067714	21.067714	
21.300250	21.300250	
21.579292	21.579292	
21.765320	21.765320	
22.021109	22.021109	
22.183884	22.183884	
22.416420	22.416420	
22.532688	22.532688	
22.811730	22.811730	
22.927998	22.927998	
23.183787	23.183787	
23.439576	23.439576	
23.672111	23.672111	
23.881393	23.881393	
24.113929	24.113929	
24.230197	24.230197	
24.509239	24.509239	
24.625507	24.625507	
24.927803	24.927803	
25.044071	25.044071	
25.299860	25.299860	
25.555649	25.555649	
25.834691	25.834691	
26.090480	26.090480	
26.346269	26.346269	
26.416030	26.416030	
26.671819	26.671819	
26.788087	26.788087	
27.090383	27.090383	
27.322918	27.322918	
27.508947	27.508947	
27.741482	27.741482	
27.974018	27.974018	
28.136792	28.136792	
28.439089	28.439089	
28.532103	28.532103	
28.834399	28.834399	
28.950667	28.950667	
29.206456	29.206456	
29.322723	29.322723	
29.601766	29.601766	
29.857555	29.857555	
30.113344	30.113344	
30.276119	30.276119	
30.531908	30.531908	
30.624922	30.624922	
30.927218	30.927218	
31.066739	31.066739	
31.322528	31.322528	
31.462050	31.462050	
31.741092	31.741092	
31.973628	31.973628	
32.229417	32.229417	
32.368938	32.368938	
32.647981	32.647981	
32.764248	32.764248	
33.066545	33.066545	
33.345587	33.345587	
33.485108	33.485108	
33.764151	33.764151	
34.391997	34.391997	
34.601279	34.601279	
34.926828	34.926828	
35.089603	35.089603	
35.415153	35.415153	
35.601181	35.601181	
35.787210	35.787210	
35.903477	35.903477	
36.182520	36.182520	
36.368548	36.368548	
36.577830	36.577830	
36.833619	36.833619	
37.066155	37.066155	
37.345197	37.345197	
37.484719	37.484719	
38.647396	38.647396	
38.879931	38.879931	
39.042706	39.042706	
39.321749	39.321749	
39.438017	39.438017	
39.740313	39.740313	
39.996102	39.996102	
40.135623	40.135623	
40.414666	40.414666	
40.530933	40.530933	
40.833229	40.833229	
41.089018	41.089018	
41.321554	41.321554	
41.577343	41.577343	
41.786625	41.786625	
41.926146	41.926146	
42.414471	42.414471	
42.949302	42.949302	
43.205091	43.205091	
43.344613	43.344613	
43.623655	43.623655	
43.739923	43.739923	
43.995712	43.995712	
44.251501	44.251501	
44.414276	44.414276	
44.693318	44.693318	
44.809586	44.809586	
45.088629	45.088629	
45.297911	45.297911	
45.553700	45.553700	
45.809489	45.809489	
45.995517	45.995517	
47.158194	47.158194	
47.437237	47.437237	
47.600012	47.600012	
47.855801	47.855801	
47.995322	47.995322	
48.274365	48.274365	
48.530154	48.530154	
48.692928	48.692928	
48.925464	48.925464	
49.064985	49.064985	
49.367281	49.367281	
49.623070	49.623070	
49.832352	49.832352	
50.041634	50.041634	
50.250916	50.250916	
50.413691	50.413691	
51.460101	51.460101	
51.646129	51.646129	
51.901918	51.901918	
52.180961	52.180961	
52.436750	52.436750	
52.715792	52.715792	
52.925074	52.925074	
53.180863	53.180863	
53.343638	53.343638	
